seed,window_size,send_max_try,request_count,simulation_duration_s,simulator_accuracy,node_count,edge_probability,memory_size,query_time_s,link_rate_pairs_s,link_delay_s,link_buffer,algorithm,congestion_history_weight,smoothing_epsilon,mean_request_throughput_pairs_s,total_edr_pairs_s,completed_pairs,dropped_pairs,in_flight_pairs,request_edrs_pairs_s,edr_cv,topology_signature,request_pairs,mean_signal_gap,mean_abs_signal_gap
303,4,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.300000,386.500000,3865,0,40,75.300000;77.700000;77.700000;77.700000;78.100000,0.013091,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.567460,0.583333
303,4,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,76.120000,380.600000,3806,0,40,77.400000;77.700000;69.700000;77.700000;78.100000,0.042271,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.507143,0.507143
101,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.320000,341.600000,3416,114,48,40.300000;74.400000;78.100000;73.900000;74.900000,0.206186,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.360000,0.367619
202,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,65.980000,329.900000,3299,110,48,36.700000;75.400000;78.100000;65.100000;74.600000,0.231648,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.320578,0.320578
303,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,69.060000,345.300000,3453,51,48,38.800000;75.300000;78.100000;76.000000;77.100000,0.219520,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.398857,0.406476
202,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.300000,336.500000,3365,45,48,40.300000;74.700000;78.100000;66.800000;76.600000,0.208780,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.340675,0.340675
303,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.740000,343.700000,3437,21,48,42.000000;74.200000;78.100000;74.300000;75.100000,0.195589,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.348526,0.373469
202,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.940000,339.700000,3397,21,48,43.500000;72.900000;78.100000;70.300000;74.900000,0.183739,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.351506,0.351506
303,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.420000,342.100000,3421,10,48,42.600000;73.800000;78.100000;72.400000;75.200000,0.190691,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.452381,0.463585
202,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.480000,337.400000,3374,8,48,40.800000;74.500000;78.100000;68.900000;75.100000,0.202538,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.417460,0.417460
303,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.840000,344.200000,3442,7,48,44.200000;73.200000;78.100000;73.500000;75.200000,0.180742,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.399735,0.420899
202,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.620000,338.100000,3381,3,48,41.300000;73.800000;78.100000;69.700000;75.200000,0.198690,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.432275,0.432275
303,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,67.960000,339.800000,3398,1,48,40.700000;75.000000;78.100000;70.800000;75.200000,0.203462,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.422969,0.442017
202,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.660000,338.300000,3383,3,48,46.100000;72.000000;78.100000;66.900000;75.200000,0.168527,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.420370,0.420370
303,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.460000,342.300000,3423,0,48,42.700000;73.900000;78.100000;72.400000;75.200000,0.190122,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.440896,0.452101
202,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.040000,335.200000,3352,1,48,42.800000;73.100000;78.100000;66.000000;75.200000,0.190358,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.433333,0.433333
303,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,75.920000,379.600000,3796,0,40,73.200000;77.700000;77.300000;73.300000;78.100000,0.028911,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.475301,0.543328
101,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.080000,370.400000,3704,0,40,60.500000;77.700000;77.700000;76.400000;78.100000,0.091985,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.500893,0.500893
202,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,68.580000,342.900000,3429,1,48,41.500000;74.600000;78.100000;73.500000;75.200000,0.198676,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.480655,0.492560
202,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,67.600000,338.000000,3380,0,48,44.400000;73.000000;78.100000;67.300000;75.200000,0.179415,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.450980,0.450980
303,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.280000,386.400000,3864,0,40,75.200000;77.700000;77.700000;77.700000;78.100000,0.013606,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.575794,0.591667
303,4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.720000,388.600000,3886,0,40,77.400000;77.700000;77.700000;77.700000;78.100000,0.002866,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.591667,0.591667
101,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,77.600000,388.000000,3880,1551,46,97.100000;83.700000;97.100000;12.500000;97.600000,0.424895,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.627143,0.627143
101,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,77.600000,388.000000,3880,1551,46,97.100000;83.700000;97.100000;12.500000;97.600000,0.424895,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.627143,0.627143
202,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,65.800000,329.000000,3290,2227,54,2.800000;95.500000;97.600000;40.500000;92.600000,0.577534,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.496825,0.496825
202,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,65.800000,329.000000,3290,2227,54,2.800000;95.500000;97.600000;40.500000;92.600000,0.577534,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.496825,0.496825
303,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,93.240000,466.200000,4662,251,49,90.700000;97.100000;84.200000;97.100000;97.100000,0.055288,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.810952,0.810952
303,5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,93.240000,466.200000,4662,251,49,90.700000;97.100000;84.200000;97.100000;97.100000,0.055288,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.810952,0.810952
101,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,89.120000,445.600000,4456,76,50,78.900000;97.000000;94.900000;77.200000;97.600000,0.102097,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.430476,0.468571
101,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,88.760000,443.800000,4438,99,50,69.100000;97.100000;97.100000;82.900000;97.600000,0.127276,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.537815,0.537815
202,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,71.600000,358.000000,3580,643,59,23.200000;83.900000;97.600000;72.700000;80.600000,0.356190,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.245584,0.305332
202,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,74.600000,373.000000,3730,406,57,35.400000;81.100000;97.600000;75.200000;83.700000,0.280610,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.308416,0.308416
303,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,94.720000,473.600000,4736,0,50,93.600000;97.100000;90.100000;97.100000;95.700000,0.027888,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.667857,0.683730
303,5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,91.660000,458.300000,4583,0,50,96.600000;97.100000;70.200000;97.100000;97.300000,0.117090,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.579252,0.579252
101,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,90.340000,451.700000,4517,26,50,85.800000;97.000000;96.100000;75.200000;97.600000,0.096509,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.367118,0.462406
101,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,88.180000,440.900000,4409,0,50,67.500000;97.100000;97.100000;81.600000;97.600000,0.135974,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.571131,0.571131
202,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,71.080000,355.400000,3554,388,57,20.400000;86.000000;97.600000;71.400000;80.000000,0.376138,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.270448,0.320588
202,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,73.620000,368.100000,3681,283,59,35.400000;80.600000;97.600000;71.200000;83.300000,0.283893,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.324067,0.324067
303,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,94.760000,473.800000,4738,0,50,93.600000;97.100000;89.300000;97.100000;96.700000,0.031964,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.651587,0.667460
303,5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,95.220000,476.100000,4761,0,50,96.600000;97.100000;88.000000;97.100000;97.300000,0.037990,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.593537,0.593537
101,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,89.600000,448.000000,4480,7,50,83.000000;97.000000;95.700000;74.700000;97.600000,0.102477,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.357594,0.452832
101,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,88.180000,440.900000,4409,0,50,67.500000;97.100000;97.100000;81.600000;97.600000,0.135974,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.571131,0.571131
202,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,71.320000,356.600000,3566,275,59,22.200000;85.000000;97.600000;72.000000;79.800000,0.363632,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.257415,0.273741
202,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,73.320000,366.600000,3666,236,60,30.000000;82.900000;97.600000;72.800000;83.300000,0.314451,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.321750,0.321750
303,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,94.760000,473.800000,4738,0,50,93.600000;97.100000;89.300000;97.100000;96.700000,0.031964,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.651587,0.667460
303,5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,95.360000,476.800000,4768,0,50,96.600000;97.100000;89.200000;97.100000;96.800000,0.032360,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.675794,0.675794
101,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,90.260000,451.300000,4513,1,50,83.900000;97.000000;95.900000;76.900000;97.600000,0.092701,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.422218,0.549203
101,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,88.180000,440.900000,4409,0,50,67.500000;97.100000;97.100000;81.600000;97.600000,0.135974,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.571131,0.571131
202,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,73.300000,366.500000,3665,208,60,23.100000;84.500000;97.600000;80.500000;80.800000,0.352816,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.192109,0.219320
202,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,72.700000,363.500000,3635,190,58,26.600000;84.200000;97.600000;71.700000;83.400000,0.336536,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.270340,0.274422
303,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,94.760000,473.800000,4738,0,50,93.600000;97.100000;89.300000;97.100000;96.700000,0.031964,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.651587,0.667460
303,5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,95.360000,476.800000,4768,0,50,96.600000;97.100000;89.200000;97.100000;96.800000,0.032360,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.675794,0.675794
101,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,90.340000,451.700000,4517,0,50,84.100000;97.000000;95.900000;77.100000;97.600000,0.091576,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.402189,0.554570
101,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,88.180000,440.900000,4409,0,50,67.500000;97.100000;97.100000;81.600000;97.600000,0.135974,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.571131,0.571131
202,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,73.760000,368.800000,3688,150,59,26.100000;82.800000;97.600000;77.000000;85.300000,0.335679,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.249097,0.281938
202,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,73.080000,365.400000,3654,158,60,28.000000;82.600000;97.600000;72.200000;85.000000,0.327661,8811bf5b22ad,n42->n6;n7->n50;n18->n10;n47->n46;n6->n11,0.282028,0.282028
303,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,94.760000,473.800000,4738,0,50,93.600000;97.100000;89.300000;97.100000;96.700000,0.031964,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.651587,0.667460
303,5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,real_time_memory_aware,0.500000,0.500000,95.360000,476.800000,4768,0,50,96.600000;97.100000;89.200000;97.100000;96.800000,0.032360,9ada2f3a47de,n42->n14;n39->n1;n37->n28;n24->n31;n36->n28,0.675794,0.675794
101,5,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,historical_only,1.000000,0.500000,90.340000,451.700000,4517,0,50,84.100000;97.000000;95.900000;77.100000;97.600000,0.091576,7e7b3091ef99,n34->n24;n7->n41;n33->n12;n45->n24;n37->n18,0.402189,0.554570
